id,htid,description,title_x,imprint,rights_date_used,pub_place,bib_fmt,content_provider_code,digitization_agent_code,author_x,pubDate,title_y,publication,physicalDescription,author_y,extraAuthor,editionStatement,bibliographyEtcNote,authorCorporate,locSubject
nnc1.cu56419236,008431515,,"The substance of the evidence delivered to a committee of the honourable House of Commons by the merchants and traders of London, concerned in the trade to Germany and Holland, and of the dealers in foreign linens, as summed by Mr. Glover. To which is annexed, his speech, introductory to the proposals laid before the annuitants of Mess. Douglas, Heron and Co. at the Kings's-arms tavern, Cornhill, on the Ninth of February, 1774.","Printed for J. Wilkie, 1774.",1774,enk,BK,columbia,google,"Glover, Richard, 1712-1785",1774,"The substance of the evidence delivered to a committee of the honourable House of Commons by the merchants and traders of London, concerned in the trade to Germany and Holland, and of the dealers in foreign linens,as summed by Mr. Glover. To which is annexed, his speech, introductory to the proposals laid before the annuitants of Mess. Douglas, Heron and Co. at the Kings's-arms tavern, Cornhill, on the Ninth of February, 1774","London:Printed for J. Wilkie,1774",72 p,"Glover, Richard,1712-1785",,,,,"United States---Politics and government---1775-1783._Great Britain---Colonies---America._Great Britain---Commercial policy._West Indies, British---Commerce"
nyp.33433081620621,008673826,v.2,"Quintilian's Institutes of the orator : in twelve books / translated from the original Latin, according to the Paris edition of Professor Rollin, and illustrated with critical and explanatory notes, by J. Patsall ... : in two volumes.","Printed for B. Law ... and J. Wilkie ..., 1774.",1774,enk,BK,nypl,google,Quintilian,1774,"Quintilian's Institutes of the orator :in twelve books /translated from the original Latin, according to the Paris edition of Professor Rollin, and illustrated with critical and explanatory notes, by J. Patsall ... : in two volumes","London :Printed for B. Law ... and J. Wilkie ...,1774",2 v. ;21 cm. (8vo),Quintilian,"Patsall, J._Rollin, Charles,1661-1741",,,,"Oratory_Rhetoric, Ancient"
njp.32101068311024,001420129,vol. 1,The Grecian history : from the earliest state to the death of Alexander the Great / by Dr. Goldsmith.,"Printed for J. and F. Rivington : T. Longman : G. Kearsley : W. Griffin : G. Robinson : R. Baldwin : W. Goldsmith : T. Cadell : and T. Evans in the Strand, 1774.",1774,enk,BK,princeton,google,"Goldsmith, Oliver, 1730?-1774",1774,The Grecian history :from the earliest state to the death of Alexander the Great /by Dr. Goldsmith,"London :Printed for J. and F. Rivington :T. Longman :G. Kearsley :W. Griffin :G. Robinson :R. Baldwin :W. Goldsmith :T. Cadell :and T. Evans in the Strand,1774",2 v. ;22 cm. (8vo),"Goldsmith, Oliver,1730?-1774",,,,,Greece---History---To 146 B.C
hvd.hnjsjk,000382832,,An essay on genius. By Alexander Gerard ...,"Printed for W. Strahan; T. Cadell; [etc., etc.], 1774.",1774,enk,BK,harvard,google,"Gerard, Alexander, 1728-1795",1774,An essay on genius.By Alexander Gerard ,"London :Printed for W. Strahan; T. Cadell; [etc., etc.],1774","vii, [1], 434 p., 1 L.22 cm","Gerard, Alexander,1728-1795",,,,,Genius
mdp.39015010226747,000959165,,"An essay on circulation and credit, in four parts; and a letter on the jealousy of commerce. From the French of Monsieur de Pinto. Tr., with annotations, by the Rev. S. Baggs, M. A.","J. Ridley, 1774.",1774,enk,BK,umich,google,"Pinto, Isaac de, 1715-1787",1774,"An essay on circulation and credit, in four parts;and a letter on the jealousy of commerce.From the French of Monsieur de Pinto. Tr., with annotations, by the Rev. S. Baggs, M. A","London,J. Ridley,1774","1 p. l., xix p., 1 l., 247, [1] p.30 cm","Pinto, Isaac de,1715-1787",,,,,"Netherlands---Commercial policy._Commerce_Credit_Debts, Public_Finance"
osu.32435018583252,100586099,,"Theophrastus's history of stones. With an English version, and notes, including the modern history of the gems described by that author; and of many other of the native fossils. To which are added two letters: I. On the colours of the sapphire and turquoise. II. Upon the effects of different menstruums on copper ... 2d ed.; enl. by the addition of a Greek index of all the words in Theophrastus. Also, Observations on the new Swedish acid, and of the stone from which it is obtained; and with An idea of a natural and artificial method of fossils. By John Hill.","Printed for the author, 1774.",1774,enk,BK,osu,google,Theophrastus,1774,"Theophrastus's history of stones.With an English version, and notes, including the modern history of the gems described by that author; and of many other of the native fossils. To which are added two letters: I. On the colours of the sapphire and turquoise. II. Upon the effects of different menstruums on copper ... 2d ed.; enl. by the addition of a Greek index of all the words in Theophrastus. Also, Observations on the new Swedish acid, and of the stone from which it is obtained; and with An idea of a natural and artificial method of fossils. By John Hill","London,Printed for the author,1774","viii, 342, [45] p.22 1/2 cm",Theophrastus,"Hill, John,1714?-1775",,,,Precious stones._Mineralogy---Early works to 1800
nyp.33433082508601,001018892,,"Cursory remarks on tragedy, on Shakespeare and on certain French and Italian poets, principally tragedians...","Printed for W. Owen, 1774.",1774,enk,BK,nypl,google,"Richardson, William, 1743-1814",1774,"Cursory remarks on tragedy, on Shakespeare and on certain French and Italian poets, principally tragedians","London,Printed for W. Owen,1774","ix, 242 p.20 cm","Richardson, William,1743-1814.att","Taylor, Edward,1741?-1797.att",,,,"Shakespeare, William,---1564-1616._Tragedy"
nyp.33433068261456,008701272,,The first part of an equal check to Pharisaism and Antinomianism / by the author of the Checks to Antimomianism.,"Printed by J. Eddowes, and sold at the Foundry ..., 1774.",1774,enk,BK,nypl,google,"Fletcher, John, 1729-1785",1774,The first part of an equal check to Pharisaism and Antinomianism /by the author of the Checks to Antimomianism,"Shrewsbury, [England] :Printed by J. Eddowes, and sold at the Foundry ...,1774","x, 264 p. ;16 cm","Fletcher, John,1729-1785",,,,,Antinomianism
nyp.33433074913603,008666417,v. 1,"The spiritual Quixote: or, The summer's ramble of Mr. Geoffry Wildgoose; a comic romance ...","J. Dodsley, 1774.",1774,enk,BK,nypl,google,"Graves, Richard, 1715-1804",1774,"The spiritual Quixote: or, The summer's ramble of Mr. Geoffry Wildgoose;a comic romance ","London,J. Dodsley,1774",2 v.fronts.16mo,"Graves, Richard,1715-1804",,,,,English fiction
nyp.33433074913611,008666417,v. 2,"The spiritual Quixote: or, The summer's ramble of Mr. Geoffry Wildgoose; a comic romance ...","J. Dodsley, 1774.",1774,enk,BK,nypl,google,"Graves, Richard, 1715-1804",1774,"The spiritual Quixote: or, The summer's ramble of Mr. Geoffry Wildgoose;a comic romance ","London,J. Dodsley,1774",2 v.fronts.16mo,"Graves, Richard,1715-1804",,,,,English fiction
njp.32101068988367,008976774,v.1,"The adventures of Telemachus: the son of Ulysses. From the French of Salignac de la Mothe-Fenelon, Archbishop of Cambray.  By Percival Proctor.","Printed for the translator, and sold by G. Kearsly, 1774.",1774,enk,BK,princeton,google,"FeÌnelon, FrancÌ§ois de Salignac de La Mothe-, 1651-1715",1774,"The adventures of Telemachus:the son of Ulysses.From the French of Salignac de la Mothe-Fenelon, Archbishop of Cambray.  By Percival Proctor","London,Printed for the translator, and sold by G. Kearsly,1774",2 v. :ill. ;21 cm,"FeÌnelon, FrancÌ§ois de Salignac de La Mothe-,1651-1715","Proctor, Percical",,,,Telemachus
njp.32101068156064,008967987,,"A discourse on the different kinds of air, delivered at the anniversary meeting of the Royal Society, November 30, 1773.","printed for the Royal Society, 1774.",1774,enk,BK,princeton,google,"Pringle, John, Sir, 1707-1782",1774,"A discourse on the different kinds of air,delivered at the anniversary meeting of the Royal Society, November 30, 1773","London,printed for the Royal Society,1774",31 p.23 cm,"Pringle, John,Sir,1707-1782",,,,,Air
njp.32101036893046,009472070,,"The sentimental exhibition, or, Portraits and sketches of the times.","Printed for T. Lowndes, 1774.",1774,enk,BK,princeton,google,"Long, Edward, 1734-1813",1774,"The sentimental exhibition, or, Portraits and sketches of the times","London :Printed for T. Lowndes,1774","iv, 133, [3] p. ;17 cm","Long, Edward,1734-1813",,,,,England---Social life and customs---18th century
uva.x000466294,009785433,,"A summary view of the rights of British America : set forth in some resolutions intended for the inspection of the present delegates of the people of Virginia, now in convention... / By a native, and member of the House of Burgesses.","Printed by Clementina Rind ; Re-printed for G. Kearsly, 1774.",1774,enk,BK,virginia,google,"Jefferson, Thomas, 1743-1826",1774,"A summary view of the rights of British America :set forth in some resolutions intended for the inspection of the present delegates of the people of Virginia, now in convention... /By a native, and member of the House of Burgesses","Williamsburg, [Va.] :Printed by Clementina Rind ;London :Re-printed for G. Kearsly,1774","xvi, [5]-44 p. ;22 cm","Jefferson, Thomas,1743-1826","Lee, Arthur,1740-1792",,,,United States---Politics and government---1775-1783
wu.89088276050,000194172,,"The history of the town and port of Faversham, in the county of Kent. By Edward Jacob. Illustrated with copper plates.","Printed for the author by J. March, 1774.",1774,enk,BK,wisc,google,"Jacob, Edward, 1709 or 10-1788",1774,"The history of the town and port of Faversham,in the county of Kent.By Edward Jacob. Illustrated with copper plates","London,Printed for the author by J. March,1774","xii, [4], 222 p.front. (fold. plan) illus., 16 pl. (partly fold.) plans.22 cm","Jacob, Edward,1709 or 10-1788",,,,,Faversham (England)---History
nyp.33433081755500,008696393,v. 2 (July-Dec. 1774),The monthly miscellany for,"Printed for R. Snagg, R. Cruttwell & Hodson & Johnson, 1774-1777",1774,enk,SE,nypl,google,,1774,The monthly miscellany for,"London :Printed for R. Snagg, R. Cruttwell & Hodson & Johnson,1774-1777",60 volumes :illustrations ;22 cm,,,,,,Great Britain---Social life and customs---Periodicals_Great Britain---Economic conditions---Periodicals_Great Britain---Periodicals_Literature---Periodicals_English poetry---Periodicals
nyp.33433069252389,007686782,v. 1,"An essay on public happiness : investigating the state of human nature, under each of its particular appearances, through the several periods of history, to the present times.","Printed for T. Cadell, 1774.",1774,enk,BK,nypl,google,"Chastellux, FrancÌ§ois Jean, marquis de, 1734-1788",1774,"An essay on public happiness :investigating the state of human nature, under each of its particular appearances, through the several periods of history, to the present times","London :Printed for T. Cadell,1774",2 v. ;20 cm,"Chastellux, FrancÌ§ois Jean,marquis de,1734-1788",,,Includes bibliographical references and index,,Social history---Early works to 1800
hvd.hw3q05,009706313,v.2,Several discourses preached at the Temple church / by Tho. Sherlock...,"Printed for A. Donaldson, 1774.",1774,stk,BK,harvard,google,"Sherlock, Thomas, 1678-1761",1774,Several discourses preached at the Temple church /by Tho. Sherlock,"Edinburgh :Printed for A. Donaldson,1774",3 v. ;18 cm,"Sherlock, Thomas,1678-1761",,,,,"Sermons, English---18th century"
njp.32101064256074,007700854,v.1,"The history of Jamaica or, General survey of the antient and modern state of the island:  with reflections on its situation settlements, inhabitants, climate, products, commerce, laws, and government... Illustrated with copper plates...","T. Lownudes, 1774.",1774,enk,BK,princeton,google,"Long, Edward, 1734-1813",1774,"The history of Jamaicaor, General survey of the antient and modern state of the island:  with reflections on its situation settlements, inhabitants, climate, products, commerce, laws, and government...Illustrated with copper plates","London :T. Lownudes,1774","3 v.fold. fronts.[ v.1-2] plates [1 fold.] fold. maps, plan28x22 cm","Long, Edward,1734-1813",,,,,Jamaica._Natural history---Jamaica._Slavery---Jamaica
nyp.33433112149970,009785433,,"A summary view of the rights of British America : set forth in some resolutions intended for the inspection of the present delegates of the people of Virginia, now in convention... / By a native, and member of the House of Burgesses.","Printed by Clementina Rind ; Re-printed for G. Kearsly, 1774.",1774,enk,BK,nypl,google,"Jefferson, Thomas, 1743-1826",1774,"A summary view of the rights of British America :set forth in some resolutions intended for the inspection of the present delegates of the people of Virginia, now in convention... /By a native, and member of the House of Burgesses","Williamsburg, [Va.] :Printed by Clementina Rind ;London :Re-printed for G. Kearsly,1774","xvi, [5]-44 p. ;22 cm","Jefferson, Thomas,1743-1826","Lee, Arthur,1740-1792",,,,United States---Politics and government---1775-1783
mdp.35112104614294,010439484,,"Observations concerning the public law, and the constitutional history of Scotland: with occassional remarks concerning English antiquity. By Gilbert Stuart","W. Creech; J. Murray, 1774",1774,stk,BK,umich,google,"Stuart, Gilbert, 1742-1786",1774,"Observations concerning the public law, and the constitutional history of Scotland:with occassional remarks concerning English antiquity.By Gilbert Stuart","Edinburgh,W. Creech;London,J. Murray,1774","xxii p., 1 l., 395 p.,21 cm","Stuart, Gilbert,1742-1786",,,,,Constitutional history---Scotland._Feudalism---Scotland._Law---Scotland---History
uc1.31175034882749,012393609,,"An act to explain and amend an act, made in the thirteenth year of His present Majesty's reign, intituled, An act to explain, amend, and reduce into one act of Parliament, the general laws now in being for regulating the turnpike roads in that part of Great Britain called England, and for other purposes : so far as the same relates to the continuing and granting an additional term of five years to acts made for amending turnpike roads.","Printed by Charles Eyre and William Strahan ..., 1774]",1774,enk,BK,universityofcalifornia,google,Great Britain,1774,"An act to explain and amend an act, made in the thirteenth year of His present Majesty's reign, intituled, An act to explain, amend, and reduce into one act of Parliament, the general laws now in being for regulating the turnpike roads in that part of Great Britain called England, and for other purposes :so far as the same relates to the continuing and granting an additional term of five years to acts made for amending turnpike roads","[London :Printed by Charles Eyre and William Strahan ...,1774]","[2] p., p. 919-922 ;31 cm. (fol.)",,,,,Great Britain,Highway law---Great Britain
